Date (LT),Hour,NowCast Conc.,Raw Conc.,Conc. Unit,AQI,AQI Category,QC Name
05/01/2018 04:00,4,218.1,-999,ug/m3,268,Very Unhealthy,Missing
08/01/2018 12:00,12,-999,184,ug/m3,-999,N/A,Valid
08/01/2018 14:00,14,184,184,ug/m3,234,Very Unhealthy,Valid
08/01/2018 15:00,15,179.6,172,ug/m3,230,Very Unhealthy,Valid
08/01/2018 16:00,16,175.8,167,ug/m3,226,Very Unhealthy,Valid
08/01/2018 17:00,17,171.3,160,ug/m3,222,Very Unhealthy,Valid
08/01/2018 18:00,18,173.5,181,ug/m3,224,Very Unhealthy,Valid
08/01/2018 19:00,19,181.3,204,ug/m3,232,Very Unhealthy,Valid
08/01/2018 20:00,20,196.4,226,ug/m3,246,Very Unhealthy,Valid
08/01/2018 21:00,21,218.4,250,ug/m3,268,Very Unhealthy,Valid
08/01/2018 22:00,22,241.7,270,ug/m3,291,Very Unhealthy,Valid
08/01/2018 23:00,23,247.1,255,ug/m3,297,Very Unhealthy,Valid
09/01/2018 00:00,0,241,232,ug/m3,291,Very Unhealthy,Valid
09/01/2018 01:00,1,240.2,239,ug/m3,290,Very Unhealthy,Valid
09/01/2018 02:00,2,228.3,211,ug/m3,278,Very Unhealthy,Valid
09/01/2018 03:00,3,221.2,211,ug/m3,271,Very Unhealthy,Valid
09/01/2018 04:00,4,224.8,230,ug/m3,275,Very Unhealthy,Valid
09/01/2018 05:00,5,229,235,ug/m3,279,Very Unhealthy,Valid
09/01/2018 06:00,6,232.2,239,ug/m3,282,Very Unhealthy,Valid
09/01/2018 07:00,7,230.2,222,ug/m3,280,Very Unhealthy,Valid
09/01/2018 08:00,8,232.3,239,ug/m3,282,Very Unhealthy,Valid
09/01/2018 09:00,9,232.4,234,ug/m3,282,Very Unhealthy,Valid
09/01/2018 10:00,10,234.6,247,ug/m3,284,Very Unhealthy,Valid
09/01/2018 11:00,11,232.4,227,ug/m3,282,Very Unhealthy,Valid
09/01/2018 12:00,12,223.2,191,ug/m3,273,Very Unhealthy,Valid
09/01/2018 13:00,13,175.7,132,ug/m3,226,Very Unhealthy,Valid
09/01/2018 14:00,14,146.5,121,ug/m3,198,Unhealthy,Valid
09/01/2018 15:00,15,139.2,132,ug/m3,194,Unhealthy,Valid
09/01/2018 16:00,16,120.1,101,ug/m3,184,Unhealthy,Valid
09/01/2018 17:00,17,116,112,ug/m3,182,Unhealthy,Valid
09/01/2018 18:00,18,136,156,ug/m3,193,Unhealthy,Valid
09/01/2018 19:00,19,173,210,ug/m3,223,Very Unhealthy,Valid
09/01/2018 20:00,20,181.9,191,ug/m3,232,Very Unhealthy,Valid
09/01/2018 21:00,21,184.4,187,ug/m3,235,Very Unhealthy,Valid
09/01/2018 22:00,22,192.7,201,ug/m3,243,Very Unhealthy,Valid
09/01/2018 23:00,23,195.8,199,ug/m3,246,Very Unhealthy,Valid
10/01/2018 00:00,0,185.4,175,ug/m3,236,Very Unhealthy,Valid
10/01/2018 01:00,1,182.7,180,ug/m3,233,Very Unhealthy,Valid
10/01/2018 02:00,2,194.3,206,ug/m3,244,Very Unhealthy,Valid
10/01/2018 03:00,3,202.1,210,ug/m3,252,Very Unhealthy,Valid
10/01/2018 04:00,4,205.4,210,ug/m3,255,Very Unhealthy,Valid
10/01/2018 05:00,5,210.6,229,ug/m3,261,Very Unhealthy,Valid
10/01/2018 06:00,6,223.2,252,ug/m3,273,Very Unhealthy,Valid
10/01/2018 07:00,7,225,229,ug/m3,275,Very Unhealthy,Valid
10/01/2018 08:00,8,231,244,ug/m3,281,Very Unhealthy,Valid
10/01/2018 09:00,9,240,257,ug/m3,290,Very Unhealthy,Valid
10/01/2018 10:00,10,245.6,257,ug/m3,295,Very Unhealthy,Valid
10/01/2018 11:00,11,244.6,242,ug/m3,294,Very Unhealthy,Valid
10/01/2018 12:00,12,232.7,206,ug/m3,282,Very Unhealthy,Valid
10/01/2018 13:00,13,219.5,185,ug/m3,269,Very Unhealthy,Valid
10/01/2018 14:00,14,199,168,ug/m3,249,Very Unhealthy,Valid
10/01/2018 15:00,15,161.5,133,ug/m3,212,Very Unhealthy,Valid
10/01/2018 16:00,16,150.6,139,ug/m3,201,Very Unhealthy,Valid
10/01/2018 17:00,17,154.6,159,ug/m3,205,Very Unhealthy,Valid
10/01/2018 18:00,18,171.2,189,ug/m3,222,Very Unhealthy,Valid
10/01/2018 19:00,19,201.5,234,ug/m3,252,Very Unhealthy,Valid
10/01/2018 20:00,20,229.6,259,ug/m3,279,Very Unhealthy,Valid
10/01/2018 21:00,21,259.4,288,ug/m3,310,Hazardous,Valid
10/01/2018 22:00,22,274.7,290,ug/m3,325,Hazardous,Valid
10/01/2018 23:00,23,283.3,292,ug/m3,334,Hazardous,Valid
11/01/2018 00:00,0,288.6,294,ug/m3,339,Hazardous,Valid
11/01/2018 01:00,1,287.8,287,ug/m3,338,Hazardous,Valid
11/01/2018 02:00,2,279.4,271,ug/m3,330,Hazardous,Valid
11/01/2018 03:00,3,279.2,279,ug/m3,329,Hazardous,Valid
11/01/2018 04:00,4,274.6,269,ug/m3,325,Hazardous,Valid
11/01/2018 05:00,5,270.9,262,ug/m3,321,Hazardous,Valid
11/01/2018 06:00,6,259.5,220,ug/m3,310,Hazardous,Valid
11/01/2018 07:00,7,253.1,234,ug/m3,304,Hazardous,Valid
11/01/2018 08:00,8,251.7,248,ug/m3,302,Hazardous,Valid
11/01/2018 09:00,9,260.3,286,ug/m3,311,Hazardous,Valid
11/01/2018 10:00,10,254.3,238,ug/m3,305,Hazardous,Valid
11/01/2018 11:00,11,241.1,211,ug/m3,291,Very Unhealthy,Valid
11/01/2018 12:00,12,242.2,244,ug/m3,292,Very Unhealthy,Valid
11/01/2018 13:00,13,274.9,335,ug/m3,325,Hazardous,Valid
11/01/2018 14:00,14,257.4,228,ug/m3,308,Hazardous,Valid
11/01/2018 15:00,15,224.3,184,ug/m3,274,Very Unhealthy,Valid
11/01/2018 16:00,16,207,186,ug/m3,257,Very Unhealthy,Valid
11/01/2018 17:00,17,208.3,210,ug/m3,258,Very Unhealthy,Valid
11/01/2018 18:00,18,227.1,250,ug/m3,277,Very Unhealthy,Valid
11/01/2018 19:00,19,241.9,260,ug/m3,292,Very Unhealthy,Valid
11/01/2018 20:00,20,259.1,280,ug/m3,310,Hazardous,Valid
11/01/2018 21:00,21,273.9,292,ug/m3,324,Hazardous,Valid
11/01/2018 22:00,22,292,314,ug/m3,342,Hazardous,Valid
11/01/2018 23:00,23,288.8,285,ug/m3,339,Hazardous,Valid
12/01/2018 00:00,0,283.9,278,ug/m3,334,Hazardous,Valid
12/01/2018 01:00,1,271.6,255,ug/m3,322,Hazardous,Valid
12/01/2018 02:00,2,266.8,260,ug/m3,317,Hazardous,Valid
12/01/2018 03:00,3,272.3,280,ug/m3,323,Hazardous,Valid
12/01/2018 04:00,4,271.2,268,ug/m3,322,Hazardous,Valid
12/01/2018 05:00,5,272.8,272,ug/m3,323,Hazardous,Valid
12/01/2018 06:00,6,271.9,266,ug/m3,322,Hazardous,Valid
12/01/2018 07:00,7,271.3,268,ug/m3,322,Hazardous,Valid
12/01/2018 08:00,8,279.5,312,ug/m3,330,Hazardous,Valid
12/01/2018 09:00,9,282.7,296,ug/m3,333,Hazardous,Valid
12/01/2018 10:00,10,285.2,299,ug/m3,335,Hazardous,Valid
12/01/2018 11:00,11,296.6,328,ug/m3,347,Hazardous,Valid
12/01/2018 12:00,12,282.1,236,ug/m3,332,Hazardous,Valid
12/01/2018 13:00,13,248.2,200,ug/m3,298,Very Unhealthy,Valid
12/01/2018 14:00,14,222.6,191,ug/m3,272,Very Unhealthy,Valid
12/01/2018 15:00,15,212.3,198,ug/m3,262,Very Unhealthy,Valid
12/01/2018 16:00,16,206.7,199,ug/m3,257,Very Unhealthy,Valid
12/01/2018 17:00,17,197.7,187,ug/m3,248,Very Unhealthy,Valid
12/01/2018 18:00,18,202.5,209,ug/m3,253,Very Unhealthy,Valid
12/01/2018 19:00,19,208.3,216,ug/m3,258,Very Unhealthy,Valid
12/01/2018 20:00,20,214.1,222,ug/m3,264,Very Unhealthy,Valid
12/01/2018 21:00,21,215.3,217,ug/m3,265,Very Unhealthy,Valid
12/01/2018 22:00,22,230.6,251,ug/m3,280,Very Unhealthy,Valid
12/01/2018 23:00,23,234.2,261,ug/m3,284,Very Unhealthy,Valid
13/01/2018 00:00,0,244,265,ug/m3,294,Very Unhealthy,Valid
13/01/2018 01:00,1,247.4,255,ug/m3,297,Very Unhealthy,Valid
13/01/2018 02:00,2,262.4,285,ug/m3,313,Hazardous,Valid
13/01/2018 03:00,3,272.3,289,ug/m3,323,Hazardous,Valid
13/01/2018 04:00,4,270.9,268,ug/m3,321,Hazardous,Valid
13/01/2018 05:00,5,265.3,258,ug/m3,316,Hazardous,Valid
13/01/2018 06:00,6,267.7,275,ug/m3,318,Hazardous,Valid
13/01/2018 07:00,7,270.2,276,ug/m3,321,Hazardous,Valid
13/01/2018 08:00,8,273.6,282,ug/m3,324,Hazardous,Valid
13/01/2018 09:00,9,272.5,274,ug/m3,323,Hazardous,Valid
13/01/2018 10:00,10,255.1,207,ug/m3,306,Hazardous,Valid
13/01/2018 11:00,11,233.7,195,ug/m3,283,Very Unhealthy,Valid
13/01/2018 12:00,12,220.2,194,ug/m3,270,Very Unhealthy,Valid
13/01/2018 13:00,13,205.5,185,ug/m3,256,Very Unhealthy,Valid
13/01/2018 14:00,14,203.7,201,ug/m3,254,Very Unhealthy,Valid
13/01/2018 15:00,15,207.4,213,ug/m3,257,Very Unhealthy,Valid
13/01/2018 16:00,16,211.9,221,ug/m3,262,Very Unhealthy,Valid
13/01/2018 17:00,17,221.9,241,ug/m3,272,Very Unhealthy,Valid
13/01/2018 18:00,18,241.9,280,ug/m3,292,Very Unhealthy,Valid
13/01/2018 19:00,19,263.6,296,ug/m3,314,Hazardous,Valid
13/01/2018 20:00,20,268.6,277,ug/m3,319,Hazardous,Valid
13/01/2018 21:00,21,269.5,271,ug/m3,320,Hazardous,Valid
13/01/2018 22:00,22,271.6,275,ug/m3,322,Hazardous,Valid
13/01/2018 23:00,23,284.2,303,ug/m3,334,Hazardous,Valid
14/01/2018 00:00,0,307.3,333,ug/m3,357,Hazardous,Valid
14/01/2018 01:00,1,325.3,351,ug/m3,375,Hazardous,Valid
14/01/2018 02:00,2,331,344,ug/m3,381,Hazardous,Valid
14/01/2018 03:00,3,324.1,315,ug/m3,374,Hazardous,Valid
14/01/2018 04:00,4,316.7,305,ug/m3,367,Hazardous,Valid
14/01/2018 05:00,5,309.8,292,ug/m3,360,Hazardous,Valid
14/01/2018 06:00,6,307.6,299,ug/m3,358,Hazardous,Valid
14/01/2018 07:00,7,306.3,302,ug/m3,356,Hazardous,Valid
14/01/2018 08:00,8,288.7,249,ug/m3,339,Hazardous,Valid
14/01/2018 09:00,9,286.2,280,ug/m3,336,Hazardous,Valid
14/01/2018 10:00,10,301.3,337,ug/m3,351,Hazardous,Valid
14/01/2018 11:00,11,315.6,350,ug/m3,366,Hazardous,Valid
14/01/2018 12:00,12,307.7,289,ug/m3,358,Hazardous,Valid
14/01/2018 13:00,13,283.7,235,ug/m3,334,Hazardous,Valid
14/01/2018 14:00,14,268.4,238,ug/m3,319,Hazardous,Valid
14/01/2018 15:00,15,251.8,226,ug/m3,302,Hazardous,Valid
14/01/2018 16:00,16,244.7,232,ug/m3,294,Very Unhealthy,Valid
14/01/2018 17:00,17,235.7,222,ug/m3,285,Very Unhealthy,Valid
14/01/2018 18:00,18,234.6,233,ug/m3,284,Very Unhealthy,Valid
14/01/2018 19:00,19,240.5,251,ug/m3,290,Very Unhealthy,Valid
14/01/2018 20:00,20,249.5,265,ug/m3,299,Very Unhealthy,Valid
14/01/2018 21:00,21,262.1,284,ug/m3,312,Hazardous,Valid
14/01/2018 22:00,22,262.3,263,ug/m3,313,Hazardous,Valid
14/01/2018 23:00,23,252.2,238,ug/m3,303,Hazardous,Valid
15/01/2018 00:00,0,246.7,231,ug/m3,296,Very Unhealthy,Valid
15/01/2018 01:00,1,241.3,223,ug/m3,291,Very Unhealthy,Valid
15/01/2018 02:00,2,234.7,216,ug/m3,284,Very Unhealthy,Valid
15/01/2018 03:00,3,224.1,203,ug/m3,274,Very Unhealthy,Valid
15/01/2018 04:00,4,222,217,ug/m3,272,Very Unhealthy,Valid
15/01/2018 05:00,5,207.2,185,ug/m3,257,Very Unhealthy,Valid
15/01/2018 06:00,6,199.3,185,ug/m3,249,Very Unhealthy,Valid
15/01/2018 07:00,7,197.7,195,ug/m3,248,Very Unhealthy,Valid
15/01/2018 08:00,8,196.9,196,ug/m3,247,Very Unhealthy,Valid
15/01/2018 09:00,9,216.4,259,ug/m3,266,Very Unhealthy,Valid
15/01/2018 10:00,10,225.4,249,ug/m3,275,Very Unhealthy,Valid
15/01/2018 11:00,11,231.6,247,ug/m3,281,Very Unhealthy,Valid
15/01/2018 12:00,12,232,233,ug/m3,282,Very Unhealthy,Valid
15/01/2018 13:00,13,214.9,176,ug/m3,265,Very Unhealthy,Valid
15/01/2018 14:00,14,206.8,190,ug/m3,257,Very Unhealthy,Valid
15/01/2018 15:00,15,200.1,186,ug/m3,250,Very Unhealthy,Valid
15/01/2018 16:00,16,194.5,183,ug/m3,245,Very Unhealthy,Valid
15/01/2018 17:00,17,182.5,165,ug/m3,233,Very Unhealthy,Valid
15/01/2018 18:00,18,189.9,203,ug/m3,240,Very Unhealthy,Valid
15/01/2018 19:00,19,223.2,274,ug/m3,273,Very Unhealthy,Valid
15/01/2018 20:00,20,234.3,251,ug/m3,284,Very Unhealthy,Valid
15/01/2018 21:00,21,233.3,232,ug/m3,283,Very Unhealthy,Valid
15/01/2018 22:00,22,237.5,244,ug/m3,287,Very Unhealthy,Valid
15/01/2018 23:00,23,259.1,287,ug/m3,310,Hazardous,Valid
16/01/2018 00:00,0,272.1,289,ug/m3,322,Hazardous,Valid
16/01/2018 01:00,1,281.5,293,ug/m3,332,Hazardous,Valid
16/01/2018 02:00,2,288.1,296,ug/m3,338,Hazardous,Valid
16/01/2018 03:00,3,307.3,325,ug/m3,357,Hazardous,Valid
16/01/2018 04:00,4,299.7,292,ug/m3,350,Hazardous,Valid
16/01/2018 05:00,5,280.6,253,ug/m3,331,Hazardous,Valid
16/01/2018 06:00,6,271.1,244,ug/m3,321,Hazardous,Valid
16/01/2018 07:00,7,275.7,287,ug/m3,326,Hazardous,Valid
16/01/2018 08:00,8,283.2,301,ug/m3,333,Hazardous,Valid
16/01/2018 09:00,9,265.4,225,ug/m3,316,Hazardous,Valid
16/01/2018 10:00,10,233.1,193,ug/m3,283,Very Unhealthy,Valid
16/01/2018 11:00,11,217.5,195,ug/m3,267,Very Unhealthy,Valid
16/01/2018 12:00,12,164.3,119,ug/m3,215,Very Unhealthy,Valid
16/01/2018 13:00,13,136.1,108,ug/m3,193,Unhealthy,Valid
16/01/2018 14:00,14,129,122,ug/m3,189,Unhealthy,Valid
16/01/2018 15:00,15,107,85,ug/m3,178,Unhealthy,Valid
16/01/2018 16:00,16,95.4,84,ug/m3,172,Unhealthy,Valid
16/01/2018 17:00,17,95.2,95,ug/m3,171,Unhealthy,Valid
16/01/2018 18:00,18,109,123,ug/m3,179,Unhealthy,Valid
16/01/2018 19:00,19,147.5,186,ug/m3,199,Unhealthy,Valid
16/01/2018 20:00,20,180.2,213,ug/m3,230,Very Unhealthy,Valid
16/01/2018 21:00,21,185.6,191,ug/m3,236,Very Unhealthy,Valid
16/01/2018 22:00,22,209.8,234,ug/m3,260,Very Unhealthy,Valid
16/01/2018 23:00,23,219.4,229,ug/m3,269,Very Unhealthy,Valid
17/01/2018 00:00,0,246.2,273,ug/m3,296,Very Unhealthy,Valid
17/01/2018 01:00,1,255.6,265,ug/m3,306,Hazardous,Valid
17/01/2018 02:00,2,267.8,280,ug/m3,318,Hazardous,Valid
17/01/2018 03:00,3,271.4,275,ug/m3,322,Hazardous,Valid
17/01/2018 04:00,4,265.2,259,ug/m3,316,Hazardous,Valid
17/01/2018 05:00,5,257.6,250,ug/m3,308,Hazardous,Valid
17/01/2018 06:00,6,249.1,231,ug/m3,299,Very Unhealthy,Valid
17/01/2018 07:00,7,247.9,244,ug/m3,298,Very Unhealthy,Valid
17/01/2018 08:00,8,252.8,263,ug/m3,303,Hazardous,Valid
17/01/2018 09:00,9,251.3,240,ug/m3,302,Hazardous,Valid
17/01/2018 10:00,10,238,206,ug/m3,288,Very Unhealthy,Valid
17/01/2018 11:00,11,212.7,178,ug/m3,263,Very Unhealthy,Valid
17/01/2018 12:00,12,192.2,167,ug/m3,242,Very Unhealthy,Valid
17/01/2018 13:00,13,190.4,188,ug/m3,241,Very Unhealthy,Valid
17/01/2018 14:00,14,167.9,146,ug/m3,218,Very Unhealthy,Valid
17/01/2018 15:00,15,149.8,133,ug/m3,200,Unhealthy,Valid
17/01/2018 16:00,16,152.8,156,ug/m3,203,Very Unhealthy,Valid
17/01/2018 17:00,17,159.3,166,ug/m3,210,Very Unhealthy,Valid
17/01/2018 18:00,18,178.4,198,ug/m3,229,Very Unhealthy,Valid
17/01/2018 19:00,19,204.9,232,ug/m3,255,Very Unhealthy,Valid
17/01/2018 20:00,20,214.1,230,ug/m3,264,Very Unhealthy,Valid
17/01/2018 21:00,21,226.2,241,ug/m3,276,Very Unhealthy,Valid
17/01/2018 22:00,22,238.6,251,ug/m3,288,Very Unhealthy,Valid
17/01/2018 23:00,23,245.5,253,ug/m3,295,Very Unhealthy,Valid
18/01/2018 00:00,0,238.6,231,ug/m3,288,Very Unhealthy,Valid
18/01/2018 01:00,1,235.5,232,ug/m3,285,Very Unhealthy,Valid
18/01/2018 02:00,2,224.3,212,ug/m3,274,Very Unhealthy,Valid
18/01/2018 03:00,3,219.4,208,ug/m3,269,Very Unhealthy,Valid
18/01/2018 04:00,4,209.7,189,ug/m3,260,Very Unhealthy,Valid
18/01/2018 05:00,5,207,187,ug/m3,257,Very Unhealthy,Valid
18/01/2018 06:00,6,207.6,209,ug/m3,258,Very Unhealthy,Valid
18/01/2018 07:00,7,204.8,198,ug/m3,255,Very Unhealthy,Valid
18/01/2018 08:00,8,206,210,ug/m3,256,Very Unhealthy,Valid
18/01/2018 09:00,9,199.5,184,ug/m3,250,Very Unhealthy,Valid
18/01/2018 10:00,10,169.2,138,ug/m3,220,Very Unhealthy,Valid
18/01/2018 11:00,11,135,104,ug/m3,192,Unhealthy,Valid
18/01/2018 12:00,12,122,109,ug/m3,185,Unhealthy,Valid
18/01/2018 13:00,13,119.5,117,ug/m3,184,Unhealthy,Valid
18/01/2018 14:00,14,101.7,84,ug/m3,175,Unhealthy,Valid
18/01/2018 15:00,15,94.8,88,ug/m3,171,Unhealthy,Valid
18/01/2018 16:00,16,87.9,81,ug/m3,168,Unhealthy,Valid
18/01/2018 17:00,17,88.4,89,ug/m3,168,Unhealthy,Valid
18/01/2018 18:00,18,104.7,121,ug/m3,176,Unhealthy,Valid
18/01/2018 19:00,19,125.3,146,ug/m3,187,Unhealthy,Valid
18/01/2018 20:00,20,145.6,166,ug/m3,198,Unhealthy,Valid
18/01/2018 21:00,21,162.3,179,ug/m3,213,Very Unhealthy,Valid
18/01/2018 22:00,22,166.1,170,ug/m3,216,Very Unhealthy,Valid
18/01/2018 23:00,23,184,202,ug/m3,234,Very Unhealthy,Valid
19/01/2018 00:00,0,187,190,ug/m3,237,Very Unhealthy,Valid
19/01/2018 01:00,1,189.5,192,ug/m3,240,Very Unhealthy,Valid
19/01/2018 02:00,2,181.2,173,ug/m3,231,Very Unhealthy,Valid
19/01/2018 03:00,3,171.6,162,ug/m3,222,Very Unhealthy,Valid
19/01/2018 04:00,4,178.3,185,ug/m3,229,Very Unhealthy,Valid
19/01/2018 05:00,5,188.7,204,ug/m3,239,Very Unhealthy,Valid
