Date (LT),Hour,NowCast Conc.,Raw Conc.,Conc. Unit,AQI,AQI Category,QC Name
04/01/2021 22:00,22,228.7,256,ug/m3,278,Very Unhealthy,Valid
04/01/2021 23:00,23,245.3,262,ug/m3,295,Very Unhealthy,Valid
05/01/2021 00:00,0,268.2,291,ug/m3,319,Hazardous,Valid
05/01/2021 01:00,1,253.6,239,ug/m3,304,Hazardous,Valid
05/01/2021 02:00,2,238.3,223,ug/m3,288,Very Unhealthy,Valid
05/01/2021 03:00,3,230.1,222,ug/m3,280,Very Unhealthy,Valid
05/01/2021 04:00,4,230.1,230,ug/m3,280,Very Unhealthy,Valid
05/01/2021 05:00,5,219.5,209,ug/m3,269,Very Unhealthy,Valid
05/01/2021 06:00,6,208.4,194,ug/m3,258,Very Unhealthy,Valid
05/01/2021 07:00,7,221.7,235,ug/m3,272,Very Unhealthy,Valid
05/01/2021 08:00,8,231.2,250,ug/m3,281,Very Unhealthy,Valid
05/01/2021 09:00,9,232.8,236,ug/m3,283,Very Unhealthy,Valid
05/01/2021 10:00,10,201.1,160,ug/m3,251,Very Unhealthy,Valid
05/01/2021 11:00,11,153.9,110,ug/m3,204,Very Unhealthy,Valid
05/01/2021 12:00,12,127.4,101,ug/m3,188,Unhealthy,Valid
05/01/2021 13:00,13,123.2,119,ug/m3,186,Unhealthy,Valid
05/01/2021 14:00,14,118,113,ug/m3,183,Unhealthy,Valid
05/01/2021 15:00,15,104.5,91,ug/m3,176,Unhealthy,Valid
05/01/2021 16:00,16,84.7,65,ug/m3,166,Unhealthy,Valid
05/01/2021 17:00,17,82.3,80,ug/m3,165,Unhealthy,Valid
05/01/2021 18:00,18,106.1,130,ug/m3,177,Unhealthy,Valid
05/01/2021 19:00,19,141,176,ug/m3,195,Unhealthy,Valid
05/01/2021 20:00,20,169.5,198,ug/m3,220,Very Unhealthy,Valid
05/01/2021 21:00,21,193.2,217,ug/m3,243,Very Unhealthy,Valid
05/01/2021 22:00,22,202.6,212,ug/m3,253,Very Unhealthy,Valid
05/01/2021 23:00,23,214.8,227,ug/m3,265,Very Unhealthy,Valid
06/01/2021 00:00,0,288.4,362,ug/m3,339,Hazardous,Valid
06/01/2021 01:00,1,302.2,316,ug/m3,352,Hazardous,Valid
06/01/2021 02:00,2,276.1,250,ug/m3,326,Hazardous,Valid
06/01/2021 03:00,3,299,322,ug/m3,349,Hazardous,Valid
06/01/2021 04:00,4,282.5,266,ug/m3,333,Hazardous,Valid
06/01/2021 05:00,5,267.8,253,ug/m3,318,Hazardous,Valid
06/01/2021 06:00,6,254.4,241,ug/m3,305,Hazardous,Valid
06/01/2021 07:00,7,240,220,ug/m3,290,Very Unhealthy,Valid
06/01/2021 08:00,8,231.5,216,ug/m3,281,Very Unhealthy,Valid
06/01/2021 09:00,9,201.7,177,ug/m3,252,Very Unhealthy,Valid
06/01/2021 10:00,10,169.3,137,ug/m3,220,Very Unhealthy,Valid
06/01/2021 11:00,11,124.6,80,ug/m3,187,Unhealthy,Valid
06/01/2021 12:00,12,114.3,104,ug/m3,181,Unhealthy,Valid
06/01/2021 13:00,13,105.6,97,ug/m3,177,Unhealthy,Valid
06/01/2021 14:00,14,94.2,83,ug/m3,171,Unhealthy,Valid
06/01/2021 15:00,15,85.6,77,ug/m3,167,Unhealthy,Valid
06/01/2021 16:00,16,80.7,76,ug/m3,164,Unhealthy,Valid
06/01/2021 17:00,17,69.8,59,ug/m3,158,Unhealthy,Valid
06/01/2021 18:00,18,86.4,103,ug/m3,167,Unhealthy,Valid
06/01/2021 19:00,19,126.7,167,ug/m3,188,Unhealthy,Valid
06/01/2021 20:00,20,159.8,193,ug/m3,210,Very Unhealthy,Valid
06/01/2021 21:00,21,183.9,208,ug/m3,234,Very Unhealthy,Valid
06/01/2021 22:00,22,205.4,227,ug/m3,255,Very Unhealthy,Valid
06/01/2021 23:00,23,239.2,273,ug/m3,289,Very Unhealthy,Valid
07/01/2021 00:00,0,262.6,286,ug/m3,313,Hazardous,Valid
07/01/2021 01:00,1,283.8,305,ug/m3,334,Hazardous,Valid
07/01/2021 02:00,2,275.4,267,ug/m3,326,Hazardous,Valid
07/01/2021 03:00,3,281.2,287,ug/m3,331,Hazardous,Valid
07/01/2021 04:00,4,307.6,334,ug/m3,358,Hazardous,Valid
07/01/2021 05:00,5,293.3,279,ug/m3,343,Hazardous,Valid
07/01/2021 06:00,6,257.1,221,ug/m3,308,Hazardous,Valid
07/01/2021 07:00,7,246.1,224,ug/m3,296,Very Unhealthy,Valid
07/01/2021 08:00,8,244.4,236,ug/m3,294,Very Unhealthy,Valid
07/01/2021 09:00,9,255.5,272,ug/m3,306,Hazardous,Valid
07/01/2021 10:00,10,243.3,220,ug/m3,293,Very Unhealthy,Valid
07/01/2021 11:00,11,184.7,132,ug/m3,235,Very Unhealthy,Valid
07/01/2021 12:00,12,163.8,143,ug/m3,214,Very Unhealthy,Valid
07/01/2021 13:00,13,168.9,174,ug/m3,219,Very Unhealthy,Valid
07/01/2021 14:00,14,159.9,151,ug/m3,210,Very Unhealthy,Valid
07/01/2021 15:00,15,135.9,112,ug/m3,193,Unhealthy,Valid
07/01/2021 16:00,16,119.4,103,ug/m3,184,Unhealthy,Valid
07/01/2021 17:00,17,111.7,104,ug/m3,180,Unhealthy,Valid
07/01/2021 18:00,18,126.8,142,ug/m3,188,Unhealthy,Valid
07/01/2021 19:00,19,146.4,166,ug/m3,198,Unhealthy,Valid
07/01/2021 20:00,20,191.7,237,ug/m3,242,Very Unhealthy,Valid
07/01/2021 21:00,21,243.3,295,ug/m3,293,Very Unhealthy,Valid
07/01/2021 22:00,22,259.1,275,ug/m3,310,Hazardous,Valid
07/01/2021 23:00,23,286.1,313,ug/m3,336,Hazardous,Valid
08/01/2021 00:00,0,349.5,413,ug/m3,399,Hazardous,Valid
08/01/2021 01:00,1,371.8,394,ug/m3,415,Hazardous,Valid
08/01/2021 02:00,2,330.9,290,ug/m3,381,Hazardous,Valid
08/01/2021 03:00,3,253.9,177,ug/m3,304,Hazardous,Valid
08/01/2021 04:00,4,256.5,259,ug/m3,307,Hazardous,Valid
08/01/2021 05:00,5,237.2,218,ug/m3,287,Very Unhealthy,Valid
08/01/2021 06:00,6,229.1,221,ug/m3,279,Very Unhealthy,Valid
08/01/2021 07:00,7,230.5,232,ug/m3,280,Very Unhealthy,Valid
08/01/2021 08:00,8,219.2,208,ug/m3,269,Very Unhealthy,Valid
08/01/2021 09:00,9,219.1,219,ug/m3,269,Very Unhealthy,Valid
08/01/2021 10:00,10,239,259,ug/m3,289,Very Unhealthy,Valid
08/01/2021 11:00,11,209,179,ug/m3,259,Very Unhealthy,Valid
08/01/2021 12:00,12,178.9,149,ug/m3,229,Very Unhealthy,Valid
08/01/2021 13:00,13,172.2,164,ug/m3,223,Very Unhealthy,Valid
08/01/2021 14:00,14,139.2,107,ug/m3,194,Unhealthy,Valid
08/01/2021 15:00,15,131,123,ug/m3,190,Unhealthy,Valid
08/01/2021 16:00,16,93.5,56,ug/m3,171,Unhealthy,Valid
08/01/2021 17:00,17,80.7,68,ug/m3,164,Unhealthy,Valid
08/01/2021 18:00,18,84.8,89,ug/m3,166,Unhealthy,Valid
08/01/2021 19:00,19,94.4,104,ug/m3,171,Unhealthy,Valid
08/01/2021 20:00,20,115.1,136,ug/m3,182,Unhealthy,Valid
08/01/2021 21:00,21,138.5,162,ug/m3,194,Unhealthy,Valid
08/01/2021 22:00,22,157.2,176,ug/m3,208,Very Unhealthy,Valid
08/01/2021 23:00,23,174.6,192,ug/m3,225,Very Unhealthy,Valid
09/01/2021 00:00,0,184.8,195,ug/m3,235,Very Unhealthy,Valid
09/01/2021 01:00,1,193.9,203,ug/m3,244,Very Unhealthy,Valid
09/01/2021 02:00,2,198.4,203,ug/m3,248,Very Unhealthy,Valid
09/01/2021 03:00,3,203.7,209,ug/m3,254,Very Unhealthy,Valid
09/01/2021 04:00,4,213.3,223,ug/m3,263,Very Unhealthy,Valid
09/01/2021 05:00,5,220.2,227,ug/m3,270,Very Unhealthy,Valid
09/01/2021 06:00,6,230.1,240,ug/m3,280,Very Unhealthy,Valid
09/01/2021 07:00,7,231.7,237,ug/m3,281,Very Unhealthy,Valid
09/01/2021 08:00,8,228.7,231,ug/m3,278,Very Unhealthy,Valid
09/01/2021 09:00,9,226.4,225,ug/m3,276,Very Unhealthy,Valid
09/01/2021 10:00,10,228.2,240,ug/m3,278,Very Unhealthy,Valid
09/01/2021 11:00,11,229,231,ug/m3,279,Very Unhealthy,Valid
09/01/2021 12:00,12,229.3,231,ug/m3,279,Very Unhealthy,Valid
09/01/2021 13:00,13,205.1,156,ug/m3,255,Very Unhealthy,Valid
09/01/2021 14:00,14,176.7,142,ug/m3,227,Very Unhealthy,Valid
09/01/2021 15:00,15,159.2,138,ug/m3,210,Very Unhealthy,Valid
09/01/2021 16:00,16,154.4,148,ug/m3,205,Very Unhealthy,Valid
09/01/2021 17:00,17,134.7,119,ug/m3,192,Unhealthy,Valid
09/01/2021 18:00,18,128.8,123,ug/m3,189,Unhealthy,Valid
09/01/2021 19:00,19,137.9,147,ug/m3,194,Unhealthy,Valid
09/01/2021 20:00,20,154.4,171,ug/m3,205,Very Unhealthy,Valid
09/01/2021 21:00,21,168.2,182,ug/m3,219,Very Unhealthy,Valid
09/01/2021 22:00,22,187.6,209,ug/m3,238,Very Unhealthy,Valid
09/01/2021 23:00,23,203.8,221,ug/m3,254,Very Unhealthy,Valid
10/01/2021 00:00,0,217.6,232,ug/m3,267,Very Unhealthy,Valid
10/01/2021 01:00,1,228.2,238,ug/m3,278,Very Unhealthy,Valid
10/01/2021 02:00,2,239.1,250,ug/m3,289,Very Unhealthy,Valid
10/01/2021 03:00,3,237,235,ug/m3,287,Very Unhealthy,Valid
10/01/2021 04:00,4,252,267,ug/m3,302,Hazardous,Valid
10/01/2021 05:00,5,245,238,ug/m3,295,Very Unhealthy,Valid
10/01/2021 06:00,6,259.4,276,ug/m3,310,Hazardous,Valid
10/01/2021 07:00,7,265.6,280,ug/m3,316,Hazardous,Valid
10/01/2021 08:00,8,269.5,280,ug/m3,320,Hazardous,Valid
10/01/2021 09:00,9,270,283,ug/m3,320,Hazardous,Valid
10/01/2021 10:00,10,374,469,ug/m3,417,Hazardous,Valid
10/01/2021 11:00,11,438.5,503,ug/m3,459,Hazardous,Valid
10/01/2021 12:00,12,360.2,282,ug/m3,407,Hazardous,Valid
10/01/2021 13:00,13,267.1,174,ug/m3,317,Hazardous,Valid
10/01/2021 14:00,14,206.5,146,ug/m3,256,Very Unhealthy,Valid
10/01/2021 15:00,15,252.7,299,ug/m3,303,Hazardous,Valid
10/01/2021 16:00,16,197.8,143,ug/m3,248,Very Unhealthy,Valid
10/01/2021 17:00,17,170.9,144,ug/m3,221,Very Unhealthy,Valid
10/01/2021 18:00,18,187.9,205,ug/m3,238,Very Unhealthy,Valid
10/01/2021 19:00,19,194.4,201,ug/m3,245,Very Unhealthy,Valid
10/01/2021 20:00,20,214.7,235,ug/m3,265,Very Unhealthy,Valid
10/01/2021 21:00,21,242.3,270,ug/m3,292,Very Unhealthy,Valid
10/01/2021 22:00,22,274.1,306,ug/m3,324,Hazardous,Valid
10/01/2021 23:00,23,289,304,ug/m3,339,Hazardous,Valid
11/01/2021 00:00,0,274,259,ug/m3,324,Hazardous,Valid
11/01/2021 01:00,1,295,316,ug/m3,345,Hazardous,Valid
11/01/2021 02:00,2,282.5,270,ug/m3,333,Hazardous,Valid
11/01/2021 03:00,3,251.7,221,ug/m3,302,Hazardous,Valid
11/01/2021 04:00,4,248.8,246,ug/m3,298,Very Unhealthy,Valid
11/01/2021 05:00,5,280.1,323,ug/m3,330,Hazardous,Valid
11/01/2021 06:00,6,271.8,258,ug/m3,322,Hazardous,Valid
11/01/2021 07:00,7,292.6,333,ug/m3,343,Hazardous,Valid
11/01/2021 08:00,8,356.7,419,ug/m3,405,Hazardous,Valid
11/01/2021 09:00,9,416.9,473,ug/m3,445,Hazardous,Valid
11/01/2021 10:00,10,426.9,437,ug/m3,451,Hazardous,Valid
11/01/2021 11:00,11,350.9,275,ug/m3,401,Hazardous,Valid
11/01/2021 12:00,12,261.9,173,ug/m3,312,Hazardous,Valid
11/01/2021 13:00,13,220.4,179,ug/m3,270,Very Unhealthy,Valid
11/01/2021 14:00,14,192.7,165,ug/m3,243,Very Unhealthy,Valid
11/01/2021 15:00,15,186.8,181,ug/m3,237,Very Unhealthy,Valid
11/01/2021 16:00,16,191.4,196,ug/m3,242,Very Unhealthy,Valid
11/01/2021 17:00,17,199.1,207,ug/m3,249,Very Unhealthy,Valid
11/01/2021 18:00,18,213,227,ug/m3,263,Very Unhealthy,Valid
11/01/2021 19:00,19,237.5,262,ug/m3,287,Very Unhealthy,Valid
11/01/2021 20:00,20,269.7,302,ug/m3,320,Hazardous,Valid
11/01/2021 21:00,21,249.8,230,ug/m3,299,Very Unhealthy,Valid
11/01/2021 22:00,22,242.6,235,ug/m3,292,Very Unhealthy,Valid
11/01/2021 23:00,23,228.2,211,ug/m3,278,Very Unhealthy,Valid
12/01/2021 00:00,0,236.3,246,ug/m3,286,Very Unhealthy,Valid
12/01/2021 01:00,1,281.2,327,ug/m3,331,Hazardous,Valid
12/01/2021 02:00,2,290.8,308,ug/m3,341,Hazardous,Valid
12/01/2021 03:00,3,285.4,283,ug/m3,336,Hazardous,Valid
12/01/2021 04:00,4,273.3,255,ug/m3,324,Hazardous,Valid
12/01/2021 05:00,5,270.4,265,ug/m3,321,Hazardous,Valid
12/01/2021 06:00,6,262.8,249,ug/m3,313,Hazardous,Valid
12/01/2021 07:00,7,260.7,257,ug/m3,311,Hazardous,Valid
12/01/2021 08:00,8,263.9,270,ug/m3,314,Hazardous,Valid
12/01/2021 09:00,9,262.9,261,ug/m3,313,Hazardous,Valid
12/01/2021 10:00,10,262.3,261,ug/m3,313,Hazardous,Valid
12/01/2021 11:00,11,234.3,194,ug/m3,284,Very Unhealthy,Valid
12/01/2021 12:00,12,193.9,160,ug/m3,244,Very Unhealthy,Valid
12/01/2021 13:00,13,147.4,101,ug/m3,198,Unhealthy,Valid
12/01/2021 14:00,14,113.6,80,ug/m3,181,Unhealthy,Valid
12/01/2021 15:00,15,93.3,73,ug/m3,171,Unhealthy,Valid
12/01/2021 16:00,16,89.1,85,ug/m3,168,Unhealthy,Valid
12/01/2021 17:00,17,97,105,ug/m3,172,Unhealthy,Valid
12/01/2021 18:00,18,100,103,ug/m3,174,Unhealthy,Valid
12/01/2021 19:00,19,123.9,148,ug/m3,186,Unhealthy,Valid
12/01/2021 20:00,20,154.4,185,ug/m3,205,Very Unhealthy,Valid
12/01/2021 21:00,21,182.2,210,ug/m3,232,Very Unhealthy,Valid
12/01/2021 22:00,22,169.6,157,ug/m3,220,Very Unhealthy,Valid
12/01/2021 23:00,23,164.7,160,ug/m3,215,Very Unhealthy,Valid
13/01/2021 00:00,0,157.3,150,ug/m3,208,Very Unhealthy,Valid
13/01/2021 01:00,1,155.2,153,ug/m3,206,Very Unhealthy,Valid
13/01/2021 02:00,2,164.1,173,ug/m3,214,Very Unhealthy,Valid
13/01/2021 03:00,3,179.5,195,ug/m3,230,Very Unhealthy,Valid
13/01/2021 04:00,4,163.2,147,ug/m3,214,Very Unhealthy,Valid
13/01/2021 05:00,5,162.1,161,ug/m3,212,Very Unhealthy,Valid
13/01/2021 06:00,6,164.6,166,ug/m3,215,Very Unhealthy,Valid
13/01/2021 07:00,7,163.3,160,ug/m3,214,Very Unhealthy,Valid
13/01/2021 08:00,8,158.8,149,ug/m3,209,Very Unhealthy,Valid
13/01/2021 09:00,9,159.4,160,ug/m3,210,Very Unhealthy,Valid
13/01/2021 10:00,10,162.9,173,ug/m3,213,Very Unhealthy,Valid
13/01/2021 11:00,11,152.7,131,ug/m3,203,Very Unhealthy,Valid
13/01/2021 12:00,12,131.7,109,ug/m3,190,Unhealthy,Valid
13/01/2021 13:00,13,122.1,110,ug/m3,185,Unhealthy,Valid
13/01/2021 14:00,14,116.3,109,ug/m3,182,Unhealthy,Valid
13/01/2021 15:00,15,111.8,103,ug/m3,180,Unhealthy,Valid
13/01/2021 16:00,16,112.6,114,ug/m3,180,Unhealthy,Valid
13/01/2021 17:00,17,114.8,118,ug/m3,182,Unhealthy,Valid
13/01/2021 18:00,18,120.1,128,ug/m3,184,Unhealthy,Valid
13/01/2021 19:00,19,133.8,154,ug/m3,191,Unhealthy,Valid
13/01/2021 20:00,20,153.4,179,ug/m3,204,Very Unhealthy,Valid
13/01/2021 21:00,21,179.4,202,ug/m3,230,Very Unhealthy,Valid
13/01/2021 22:00,22,202,224,ug/m3,252,Very Unhealthy,Valid
13/01/2021 23:00,23,213.5,225,ug/m3,263,Very Unhealthy,Valid
14/01/2021 00:00,0,213.7,214,ug/m3,264,Very Unhealthy,Valid
14/01/2021 01:00,1,214.9,216,ug/m3,265,Very Unhealthy,Valid
14/01/2021 02:00,2,208.9,203,ug/m3,259,Very Unhealthy,Valid
14/01/2021 03:00,3,210.9,213,ug/m3,261,Very Unhealthy,Valid
14/01/2021 04:00,4,212.4,214,ug/m3,262,Very Unhealthy,Valid
14/01/2021 05:00,5,203.9,193,ug/m3,254,Very Unhealthy,Valid
14/01/2021 06:00,6,200,188,ug/m3,250,Very Unhealthy,Valid
14/01/2021 07:00,7,198.6,182,ug/m3,249,Very Unhealthy,Valid
14/01/2021 08:00,8,196.9,187,ug/m3,247,Very Unhealthy,Valid
14/01/2021 09:00,9,196,193,ug/m3,246,Very Unhealthy,Valid
14/01/2021 10:00,10,193.9,188,ug/m3,244,Very Unhealthy,Valid
14/01/2021 11:00,11,193.4,190,ug/m3,244,Very Unhealthy,Valid
14/01/2021 12:00,12,184.8,165,ug/m3,235,Very Unhealthy,Valid
14/01/2021 13:00,13,175.3,155,ug/m3,226,Very Unhealthy,Valid
14/01/2021 14:00,14,155.6,132,ug/m3,206,Very Unhealthy,Valid
14/01/2021 15:00,15,140.9,124,ug/m3,195,Unhealthy,Valid
14/01/2021 16:00,16,140.7,133,ug/m3,195,Unhealthy,Valid
14/01/2021 17:00,17,134.6,124,ug/m3,192,Unhealthy,Valid
14/01/2021 18:00,18,134.3,134,ug/m3,192,Unhealthy,Valid
14/01/2021 19:00,19,148.1,173,ug/m3,199,Unhealthy,Valid
14/01/2021 20:00,20,162.3,188,ug/m3,213,Very Unhealthy,Valid
14/01/2021 21:00,21,195.9,229,ug/m3,246,Very Unhealthy,Valid
14/01/2021 22:00,22,225.3,251,ug/m3,275,Very Unhealthy,Valid
14/01/2021 23:00,23,198.6,172,ug/m3,249,Very Unhealthy,Valid
15/01/2021 00:00,0,181.8,165,ug/m3,232,Very Unhealthy,Valid
15/01/2021 01:00,1,172.9,164,ug/m3,223,Very Unhealthy,Valid
15/01/2021 02:00,2,182.9,193,ug/m3,233,Very Unhealthy,Valid
15/01/2021 03:00,3,179.9,177,ug/m3,230,Very Unhealthy,Valid
15/01/2021 04:00,4,165.9,152,ug/m3,216,Very Unhealthy,Valid
15/01/2021 05:00,5,159.5,151,ug/m3,210,Very Unhealthy,Valid
15/01/2021 06:00,6,160,157,ug/m3,210,Very Unhealthy,Valid
15/01/2021 07:00,7,158.8,157,ug/m3,209,Very Unhealthy,Valid
15/01/2021 08:00,8,166.8,179,ug/m3,217,Very Unhealthy,Valid
15/01/2021 09:00,9,182.8,207,ug/m3,233,Very Unhealthy,Valid
15/01/2021 10:00,10,185.8,208,ug/m3,236,Very Unhealthy,Valid
15/01/2021 11:00,11,185.4,184,ug/m3,236,Very Unhealthy,Valid
15/01/2021 12:00,12,182.3,174,ug/m3,233,Very Unhealthy,Valid
15/01/2021 13:00,13,172.9,149,ug/m3,223,Very Unhealthy,Valid
15/01/2021 14:00,14,165.4,148,ug/m3,216,Very Unhealthy,Valid
15/01/2021 15:00,15,133.7,108,ug/m3,191,Unhealthy,Valid
15/01/2021 16:00,16,119.7,106,ug/m3,184,Unhealthy,Valid
15/01/2021 17:00,17,119.3,119,ug/m3,184,Unhealthy,Valid
15/01/2021 18:00,18,122.6,126,ug/m3,186,Unhealthy,Valid
15/01/2021 19:00,19,140.4,159,ug/m3,195,Unhealthy,Valid
15/01/2021 20:00,20,172.6,206,ug/m3,223,Very Unhealthy,Valid
15/01/2021 21:00,21,199.6,226,ug/m3,250,Very Unhealthy,Valid
15/01/2021 22:00,22,222.3,245,ug/m3,272,Very Unhealthy,Valid
15/01/2021 23:00,23,245.6,269,ug/m3,295,Very Unhealthy,Valid
